
param c: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 :=
1 10000000.0 1150.0 2550.0 3700.0 5100.0 6250.0 7650.0 8800.0 9358.0 8204.0 6810.0 5656.0 4262.0 3110.0 1723.0 604.0 9340.0 9170.0 8192.0 7916.0 7997.0 6795.0 6629.0 5649.0 5455.0 5375.0 4257.0 4101.0 3119.0 2925.0 2849.0 1755.0 1640.0 742.0 589.0 605.0 1381.0 3795.0 6317.0 8855.0 10354.0 9801.0 8462.0 8004.0 7001.0 6715.0 6278.0 6254.0 6374.0 6476.0 6492.0 6838.0 6943.0 7147.0 8118.0 8214.0 8544.0 9901.0 9987.0 10389.0 10343.0 10221.0 10106.0 10045.0 8518.0 8429.0 8336.0 8286.0 7151.0 7117.0 7061.0 7029.0 6536.0 6575.0 6577.0 6569.0 7150.0 7242.0 7591.0 8051.0 8783.0 9497.0 10471.0 11339.0 11927.0 11045.0 10052.0 9310.0 8534.0 8023.0 7592.0 7420.0 7688.0 7664.0 7693.0 7856.0 8178.0 8181.0 8268.0 8761.0 9362.0 9388.0 9516.0 10237.0 11019.0 11060.0 11213.0 12077.0 12036.0 11828.0 10234.0 10069.0 8809.0 8712.0 7967.0 7962.0 15738.0 15382.0 14563.0 14304.0 13766.0 13625.0 13413.0 13403.0 13524.0 13626.0 13680.0 13633.0 13749.0 13854.0 13984.0 13957.0 14428.0 14533.0 14730.0 14721.0 15502.0 15604.0 15856.0 15864.0 15799.0 15725.0 15683.0 14704.0 14651.0 14619.0 13993.0 13964.0 13945.0 13725.0 13726.0 13719.0 
2 1150.0 10000000.0 1400.0 2550.0 3950.0 5100.0 6500.0 7650.0 8209.0 7054.0 5660.0 4507.0 3115.0 1966.0 608.0 650.0 8192.0 8023.0 7045.0 6769.0 6850.0 5649.0 5487.0 4506.0 4311.0 4232.0 3119.0 2973.0 1995.0 1804.0 1732.0 742.0 758.0 816.0 1048.0 963.0 725.0 2675.0 5176.0 7709.0 9463.0 8945.0 7734.0 7342.0 6563.0 6386.0 6273.0 6377.0 6490.0 6586.0 6510.0 6511.0 6616.0 6741.0 7460.0 7561.0 7843.0 9052.0 9142.0 9517.0 9478.0 9369.0 9263.0 9206.0 7828.0 7762.0 7683.0 7639.0 6762.0 6761.0 6728.0 6706.0 6571.0 6671.0 6647.0 6678.0 7242.0 7150.0 7286.0 7591.0 8169.0 8783.0 9663.0 10471.0 11048.0 10221.0 9312.0 8661.0 8023.0 7653.0 7419.0 7424.0 7737.0 7701.0 7700.0 7693.0 7859.0 7850.0 7913.0 8268.0 8756.0 8772.0 8884.0 9516.0 10226.0 10261.0 10405.0 11213.0 11187.0 10996.0 9533.0 9396.0 8343.0 8285.0 7833.0 7875.0 15167.0 14851.0 14152.0 13944.0 13548.0 13466.0 13410.0 13461.0 13579.0 13678.0 13697.0 13642.0 13589.0 13693.0 13790.0 13753.0 14069.0 14174.0 14343.0 14326.0 14973.0 15077.0 15306.0 15307.0 15262.0 15197.0 15160.0 14331.0 14289.0 14263.0 13815.0 13799.0 13785.0 13771.0 13760.0 13771.0 
3 2550.0 1400.0 10000000.0 1150.0 2550.0 3700.0 5100.0 6250.0 6810.0 5656.0 4262.0 3110.0 1723.0 604.0 881.0 2016.0 6795.0 6629.0 5649.0 5375.0 5455.0 4257.0 4101.0 3119.0 2925.0 2849.0 1755.0 1640.0 742.0 605.0 589.0 1020.0 1252.0 2092.0 2363.0 2276.0 1554.0 1381.0 3795.0 6317.0 8462.0 8004.0 7001.0 6715.0 6278.0 6254.0 6544.0 6793.0 6893.0 6977.0 6799.0 6374.0 6476.0 6492.0 6838.0 6943.0 7147.0 8118.0 8214.0 8544.0 8518.0 8429.0 8336.0 8286.0 7151.0 7117.0 7061.0 7029.0 6536.0 6577.0 6575.0 6569.0 6878.0 7043.0 6991.0 7065.0 7591.0 7286.0 7150.0 7242.0 7591.0 8051.0 8783.0 9497.0 10052.0 9310.0 8534.0 8023.0 7592.0 7420.0 7446.0 7666.0 8021.0 7972.0 7938.0 7725.0 7688.0 7664.0 7693.0 7856.0 8178.0 8181.0 8268.0 8761.0 9362.0 9388.0 9516.0 10237.0 10234.0 10069.0 8809.0 8712.0 7967.0 7962.0 7896.0 7994.0 14563.0 14304.0 13766.0 13625.0 13413.0 13403.0 13539.0 13663.0 13776.0 13871.0 13847.0 13782.0 13524.0 13626.0 13680.0 13633.0 13749.0 13854.0 13984.0 13957.0 14428.0 14533.0 14730.0 14721.0 14704.0 14651.0 14619.0 13993.0 13964.0 13945.0 13726.0 13725.0 13719.0 13955.0 13929.0 13963.0 
4 3700.0 2550.0 1150.0 10000000.0 1400.0 2550.0 3950.0 5100.0 5660.0 4507.0 3115.0 1966.0 608.0 650.0 2010.0 3160.0 5649.0 5487.0 4506.0 4232.0 4311.0 3119.0 2973.0 1995.0 1804.0 1732.0 742.0 758.0 816.0 963.0 1048.0 2092.0 2306.0 3218.0 3493.0 3407.0 2627.0 725.0 2675.0 5176.0 7734.0 7342.0 6563.0 6386.0 6273.0 6377.0 6973.0 7319.0 7407.0 7482.0 7234.0 6490.0 6586.0 6510.0 6511.0 6616.0 6741.0 7460.0 7561.0 7843.0 7828.0 7762.0 7683.0 7639.0 6762.0 6761.0 6728.0 6706.0 6571.0 6647.0 6671.0 6678.0 7323.0 7532.0 7460.0 7564.0 8051.0 7591.0 7242.0 7150.0 7286.0 7591.0 8169.0 8783.0 9312.0 8661.0 8023.0 7653.0 7419.0 7424.0 7662.0 8043.0 8424.0 8365.0 8306.0 7938.0 7737.0 7701.0 7700.0 7693.0 7859.0 7850.0 7913.0 8268.0 8756.0 8772.0 8884.0 9516.0 9533.0 9396.0 8343.0 8285.0 7833.0 7875.0 8130.0 8270.0 14152.0 13944.0 13548.0 13466.0 13410.0 13461.0 13752.0 13932.0 14040.0 14132.0 14073.0 14001.0 13579.0 13678.0 13697.0 13642.0 13589.0 13693.0 13790.0 13753.0 14069.0 14174.0 14343.0 14326.0 14331.0 14289.0 14263.0 13815.0 13799.0 13785.0 13760.0 13771.0 13771.0 14208.0 14170.0 14222.0 
5 5100.0 3950.0 2550.0 1400.0 10000000.0 1150.0 2550.0 3700.0 4262.0 3110.0 1723.0 604.0 881.0 2016.0 3404.0 4557.0 4257.0 4101.0 3119.0 2849.0 2925.0 1755.0 1640.0 742.0 605.0 589.0 1020.0 1252.0 2092.0 2276.0 2363.0 3465.0 3668.0 4605.0 4881.0 4796.0 3991.0 1554.0 1381.0 3795.0 7001.0 6715.0 6278.0 6254.0 6544.0 6793.0 7697.0 8135.0 8209.0 8272.0 7957.0 6893.0 6977.0 6799.0 6374.0 6476.0 6492.0 6838.0 6943.0 7147.0 7151.0 7117.0 7061.0 7029.0 6536.0 6577.0 6575.0 6569.0 6878.0 6991.0 7043.0 7065.0 8056.0 8306.0 8215.0 8347.0 8783.0 8169.0 7591.0 7286.0 7150.0 7242.0 7591.0 8051.0 8534.0 8023.0 7592.0 7420.0 7446.0 7666.0 8140.0 8687.0 9088.0 9021.0 8935.0 8405.0 8021.0 7972.0 7938.0 7725.0 7688.0 7664.0 7693.0 7856.0 8178.0 8181.0 8268.0 8761.0 8809.0 8712.0 7967.0 7962.0 7896.0 7994.0 8615.0 8799.0 13766.0 13625.0 13413.0 13403.0 13539.0 13663.0 14133.0 14377.0 14480.0 14566.0 14468.0 14389.0 13776.0 13871.0 13847.0 13782.0 13524.0 13626.0 13680.0 13633.0 13749.0 13854.0 13984.0 13957.0 13993.0 13964.0 13945.0 13726.0 13725.0 13719.0 13929.0 13955.0 13963.0 14633.0 14582.0 14654.0 
6 6250.0 5100.0 3700.0 2550.0 1150.0 10000000.0 1400.0 2550.0 3115.0 1966.0 608.0 650.0 2010.0 3160.0 4552.0 5705.0 3119.0 2973.0 1995.0 1732.0 1804.0 742.0 758.0 816.0 963.0 1048.0 2092.0 2306.0 3218.0 3407.0 3493.0 4605.0 4803.0 5749.0 6026.0 5941.0 5127.0 2627.0 725.0 2675.0 6563.0 6386.0 6273.0 6377.0 6973.0 7319.0 8420.0 8914.0 8978.0 9033.0 8676.0 7407.0 7482.0 7234.0 6490.0 6586.0 6510.0 6511.0 6616.0 6741.0 6762.0 6761.0 6728.0 6706.0 6571.0 6647.0 6671.0 6678.0 7323.0 7460.0 7532.0 7564.0 8780.0 9054.0 8952.0 9102.0 9497.0 8783.0 8051.0 7591.0 7242.0 7150.0 7286.0 7591.0 8023.0 7653.0 7419.0 7424.0 7662.0 8043.0 8683.0 9341.0 9750.0 9678.0 9575.0 8935.0 8424.0 8365.0 8306.0 7938.0 7737.0 7701.0 7700.0 7693.0 7859.0 7850.0 7913.0 8268.0 8343.0 8285.0 7833.0 7875.0 8130.0 8270.0 9156.0 9369.0 13548.0 13466.0 13410.0 13461.0 13752.0 13932.0 14539.0 14832.0 14929.0 15011.0 14884.0 14798.0 14040.0 14132.0 14073.0 14001.0 13579.0 13678.0 13697.0 13642.0 13589.0 13693.0 13790.0 13753.0 13815.0 13799.0 13785.0 13760.0 13771.0 13771.0 14170.0 14208.0 14222.0 15071.0 15009.0 15096.0 
7 7650.0 6500.0 5100.0 3950.0 2550.0 1400.0 10000000.0 1150.0 1723.0 604.0 881.0 2016.0 3404.0 4557.0 5950.0 7104.0 1755.0 1640.0 742.0 589.0 605.0 1020.0 1252.0 2092.0 2276.0 2363.0 3465.0 3668.0 4605.0 4796.0 4881.0 5998.0 6192.0 7144.0 7421.0 7337.0 6515.0 3991.0 1554.0 1381.0 6278.0 6254.0 6544.0 6793.0 7697.0 8135.0 9416.0 9960.0 10014.0 10059.0 9665.0 8209.0 8272.0 7957.0 6893.0 6977.0 6799.0 6374.0 6476.0 6492.0 6536.0 6577.0 6575.0 6569.0 6878.0 6991.0 7043.0 7065.0 8056.0 8215.0 8306.0 8347.0 9772.0 10068.0 9955.0 10121.0 10471.0 9663.0 8783.0 8169.0 7591.0 7286.0 7150.0 7242.0 7592.0 7420.0 7446.0 7666.0 8140.0 8687.0 9491.0 10255.0 10669.0 10592.0 10472.0 9727.0 9088.0 9021.0 8935.0 8405.0 8021.0 7972.0 7938.0 7725.0 7688.0 7664.0 7693.0 7856.0 7967.0 7962.0 7896.0 7994.0 8615.0 8799.0 9956.0 10195.0 13413.0 13403.0 13539.0 13663.0 14133.0 14377.0 15138.0 15484.0 15574.0 15650.0 15490.0 15399.0 14480.0 14566.0 14468.0 14389.0 13776.0 13871.0 13847.0 13782.0 13524.0 13626.0 13680.0 13633.0 13726.0 13725.0 13719.0 13929.0 13955.0 13963.0 14582.0 14633.0 14654.0 15701.0 15629.0 15732.0 
8 8800.0 7650.0 6250.0 5100.0 3700.0 2550.0 1150.0 10000000.0 608.0 650.0 2010.0 3160.0 4552.0 5705.0 7099.0 8254.0 742.0 758.0 816.0 1048.0 963.0 2092.0 2306.0 3218.0 3407.0 3493.0 4605.0 4803.0 5749.0 5941.0 6026.0 7144.0 7336.0 8292.0 8569.0 8484.0 7659.0 5127.0 2627.0 725.0 6273.0 6377.0 6973.0 7319.0 8420.0 8914.0 10305.0 10879.0 10925.0 10964.0 10547.0 8978.0 9033.0 8676.0 7407.0 7482.0 7234.0 6490.0 6586.0 6510.0 6571.0 6647.0 6671.0 6678.0 7323.0 7460.0 7532.0 7564.0 8780.0 8952.0 9054.0 9102.0 10656.0 10965.0 10845.0 11022.0 11339.0 10471.0 9497.0 8783.0 8051.0 7591.0 7242.0 7150.0 7419.0 7424.0 7662.0 8043.0 8683.0 9341.0 10250.0 11083.0 11497.0 11417.0 11286.0 10472.0 9750.0 9678.0 9575.0 8935.0 8424.0 8365.0 8306.0 7938.0 7737.0 7701.0 7700.0 7693.0 7833.0 7875.0 8130.0 8270.0 9156.0 9369.0 10705.0 10962.0 13410.0 13461.0 13752.0 13932.0 14539.0 14832.0 15706.0 16090.0 16175.0 16246.0 16062.0 15967.0 14929.0 15011.0 14884.0 14798.0 14040.0 14132.0 14073.0 14001.0 13579.0 13678.0 13697.0 13642.0 13760.0 13771.0 13771.0 14170.0 14208.0 14222.0 15009.0 15071.0 15096.0 16290.0 16210.0 16326.0 
9 9358.0 8209.0 6810.0 5660.0 4262.0 3115.0 1723.0 608.0 10000000.0 1155.0 2550.0 3705.0 5100.0 6255.0 7650.0 8805.0 279.0 476.0 1212.0 1485.0 1398.0 2595.0 2793.0 3740.0 3933.0 4017.0 5137.0 5327.0 6286.0 6479.0 6563.0 7685.0 7872.0 8834.0 9111.0 9028.0 8194.0 5650.0 3117.0 713.0 6101.0 6271.0 7023.0 7420.0 8628.0 9153.0 10609.0 11203.0 11243.0 11278.0 10846.0 9211.0 9259.0 8879.0 7501.0 7569.0 7284.0 6379.0 6470.0 6347.0 6416.0 6509.0 6546.0 6560.0 7379.0 7528.0 7611.0 7648.0 8986.0 9164.0 9274.0 9324.0 10956.0 11273.0 11149.0 11332.0 11626.0 10722.0 9693.0 8923.0 8108.0 7568.0 7109.0 6924.0 7150.0 7245.0 7591.0 8055.0 8783.0 9501.0 10471.0 11344.0 11757.0 11676.0 11538.0 10684.0 9914.0 9839.0 9726.0 9026.0 8447.0 8384.0 8311.0 7862.0 7577.0 7535.0 7520.0 7427.0 7580.0 7645.0 8064.0 8225.0 9252.0 9480.0 10917.0 11184.0 13197.0 13279.0 13648.0 13858.0 14539.0 14858.0 15795.0 16202.0 16283.0 16351.0 16153.0 16056.0 14952.0 15031.0 14887.0 14799.0 13964.0 14053.0 13976.0 13901.0 13395.0 13492.0 13493.0 13433.0 13564.0 13581.0 13585.0 14081.0 14125.0 14142.0 15020.0 15086.0 15115.0 16391.0 16306.0 16429.0 
10 8204.0 7054.0 5656.0 4507.0 3110.0 1966.0 604.0 650.0 1155.0 10000000.0 1395.0 2550.0 3945.0 5100.0 6495.0 7650.0 1158.0 1036.0 276.0 415.0 338.0 1451.0 1660.0 2590.0 2781.0 2866.0 3985.0 4177.0 5132.0 5325.0 5409.0 6531.0 6718.0 7680.0 7957.0 7873.0 7041.0 4500.0 1983.0 785.0 5999.0 6038.0 6497.0 6804.0 7838.0 8315.0 9678.0 10246.0 10293.0 10333.0 9921.0 8382.0 8439.0 8095.0 6897.0 6976.0 6756.0 6156.0 6255.0 6225.0 6277.0 6336.0 6347.0 6347.0 6841.0 6969.0 7033.0 7061.0 8198.0 8365.0 8464.0 8510.0 10030.0 10336.0 10218.0 10392.0 10717.0 9865.0 8918.0 8238.0 7564.0 7170.0 6922.0 6926.0 7241.0 7150.0 7283.0 7591.0 8164.0 8783.0 9658.0 10471.0 10886.0 10807.0 10679.0 9885.0 9189.0 9119.0 9022.0 8422.0 7962.0 7908.0 7859.0 7561.0 7440.0 7410.0 7425.0 7510.0 7634.0 7651.0 7743.0 7864.0 8640.0 8841.0 10116.0 10368.0 13149.0 13169.0 13383.0 13537.0 14083.0 14356.0 15184.0 15554.0 15641.0 15714.0 15539.0 15446.0 14455.0 14539.0 14424.0 14341.0 13648.0 13741.0 13699.0 13630.0 13289.0 13389.0 13426.0 13375.0 13480.0 13485.0 13482.0 13789.0 13821.0 13832.0 14545.0 14602.0 14625.0 15761.0 15684.0 15795.0 
